TS,V1,V2,V3,W1,W2,W3
1502598600,225.0667108,225.6374878,226.7004881,116.8844803,88.89349496,141.2117285
1489642200,225.0987584,227.5186756,226.8796612,98.76774214,6.41667149,90.64033767
1504153800,225.1858948,227.0743805,226.4817722,0.003746281,0.011238843,0.778962212
1494473400,225.3046286,231.6472098,227.4688834,98.83032543,184.5918064,219.2294601
1512268200,225.3971483,226.0981011,227.9471985,0.00057836,0.001735081,0.103078505
1493008200,225.4058373,227.8819676,226.4810051,161.166353,90.92765943,121.7469052
1503750600,225.4137218,227.3648016,228.4489972,84.53546168,0.692604375,170.1358805
1503811800,225.477125,226.7356783,228.0442333,244.9662031,48.91561396,197.4677003
1490063400,225.4948013,233.2498459,229.3429115,111.7334842,94.05077733,226.3763748
1495773000,225.5050385,227.2962185,227.3996099,44.17335224,1.864672555,45.04899514
1493267400,225.5508134,231.329835,227.5130068,83.97055012,25.4151294,183.5227481
1502429400,225.5684563,231.5647075,227.3172857,172.9795237,341.4552369,324.2414633
1505651400,225.5926881,227.7825829,228.9861823,0.003881473,0.01164442,0.300685606
1496395800,225.6150578,225.4722716,227.5494856,157.0492792,0.011085111,132.9099052
1499322600,225.6263284,237.6881898,236.4278076,62.86850735,100.4037863,203.623491
1501119000,225.7325241,230.2771792,229.265384,123.1034216,62.671788,649.9951063
1493811000,225.7383449,227.269271,234.7871704,111.4971195,23.25571409,68.34410493
1499405400,225.742742,234.545673,227.963496,144.9240706,64.92855494,213.9789219
1493001000,225.7458457,230.3180016,227.6611317,160.6882158,5.111516207,192.1457265
1500514200,225.7521383,226.8045818,226.5958734,75.31382004,21.39816319,363.724248
1493350200,225.7699496,227.2197508,229.7684996,121.062925,1.798138767,314.7291528
1508473800,225.7804202,231.5186857,226.3098509,0.014489662,0.043468986,3.149852117
1504323000,225.782716,228.2817255,229.812391,0.005607472,0.016822417,0.961504339
1499229000,225.803975,231.7733541,227.3048783,130.5600737,25.33328002,214.454436
1496295000,225.8703222,228.9476319,228.4754491,160.3811369,66.95797419,176.9339115
1503667800,225.9087317,229.6873551,229.1139307,231.0447891,130.6958179,1065.147477
1494300600,225.9104481,232.4400878,229.1320448,146.8534738,393.2230134,270.8079103
1501385400,225.9117591,233.9791409,230.490045,133.4772175,61.86615252,722.3495815
1496889000,225.9149451,227.1719214,227.6393494,132.0990472,21.94805047,165.5815257
1511753400,225.9323028,227.4349569,228.6221719,0.017175481,0.051526443,3.882971624
1488943800,225.9326166,226.9508326,228.0392912,169.7863707,59.73974404,138.479061
1499574600,225.9355515,232.0431322,228.0582705,122.0540589,59.16669815,95.54642189
1508391000,225.9390339,227.3701596,226.7115452,0.00778073,0.02334219,1.658257154
1503898200,225.9535186,233.0598665,228.142783,0.005839662,0.017518985,1.12368838
1509939000,225.9560222,226.1779326,226.6245263,0.025780411,0.077341234,5.62248806
1492659000,225.9789289,232.9224586,227.3906324,116.3854961,118.12813,381.3407569
1510133400,225.9855227,231.6147053,227.188816,0.007463343,0.022390028,1.458421847
1503804600,226.0477715,232.0455106,227.3730183,133.1540719,371.8635643,168.4131924
1499052600,226.0569208,226.6532152,227.0544795,55.28073113,3.507852895,100.8748532
1498325400,226.092098,228.0924938,230.6607312,143.3248852,122.581913,128.6556468
1498703400,226.1259549,227.4748336,229.7254811,95.70815881,73.14232857,354.7688437
1495258200,226.195734,228.3528552,228.7743154,116.1859125,116.0243987,50.4388141
1499488200,226.2395629,231.0144713,228.8698923,160.1127847,22.90778465,264.0624485
1504006200,226.2510684,230.4483263,229.9212628,0.005149467,0.015448401,0.690258325
1499401800,226.2871435,230.7789351,228.1063469,151.4103433,21.92552333,229.7258142
1495949400,226.2923311,228.8833821,228.1915713,138.1201198,91.06615936,535.7999282
1496035800,226.3483289,229.0264397,229.1329411,219.3515505,17.91114282,171.0136264
1497432600,226.3810889,228.0958412,229.0310892,110.6645147,2.682271891,240.9377117
1510713000,226.3935694,227.1222969,229.4303754,0.00617801,0.018534031,0.948802497
1499603400,226.395091,228.562431,229.1999134,103.8197971,84.0974268,273.0092797
1498190400,226.3988194,229.1996279,228.6667065,136.070934,62.54968003,204.922091
1484231400,226.4220031,232.6564756,228.5569988,0.005133298,0.015399895,1.031438904
1503736200,226.4325327,231.7469527,229.0951113,111.8131618,1.047986656,165.6875308
1490416200,226.451429,231.682807,229.1506806,71.94518816,23.86963449,269.3102753
1502166600,226.4963881,229.5341205,228.6748388,106.7241201,86.81112919,411.6243209
1504413000,226.5009346,229.7893455,229.6336662,0,0,0
1505637000,226.5138041,228.9878497,228.7753521,0,0,0
1496377800,226.5266225,229.0438695,228.981366,210.70462,144.0992346,550.3272956
1488515400,226.5371645,230.3070862,228.193773,127.8330461,43.81979484,141.0427389
1495686600,226.5561433,230.1091951,229.6167419,62.66645118,27.3417487,24.39940567
1494397800,226.5594117,232.7740446,231.8355056,128.4420849,168.8556945,250.8148725
1500960600,226.5774188,229.0504156,227.808274,117.3120269,12.38111177,237.3781306
1506058200,226.5794962,229.4018783,228.0190387,0.003278547,0.009835642,0.688096447
1501475400,226.6257966,228.3454796,229.3909429,206.5719027,17.80278813,260.1855268
1496633400,226.6390968,228.7514171,230.5922459,179.496315,186.0913848,148.1566676
1508045400,226.6439358,227.6622771,228.805466,0,0,0
1503747000,226.6843171,229.051393,229.5510741,131.0795861,0.383259965,190.4896205
1498246200,226.6864426,236.2256776,232.7457139,836.9273143,82.59901749,46.47793433
1509046200,226.7007559,237.6332544,231.4720514,0.017738251,0.053214754,2.733221626
1495596600,226.7226943,232.7999419,230.46652,78.55197643,21.52643615,46.07415112
1509010200,226.7311185,228.4212089,228.5533951,0.00855523,0.025665691,1.786060778
1498707000,226.7545201,229.7377371,228.8931605,91.15646618,81.62959549,394.9404314
1499920200,226.7607842,231.543003,227.7927513,139.9134491,66.50192986,263.4871426
1508560200,226.7639581,229.0883592,228.2279565,0,0,0
1494466200,226.773412,236.9656003,230.643901,135.6992778,84.71984673,69.28199571
1507397400,226.7854295,235.9789865,232.0945018,0.023488318,0.070464954,1.00553388
1498066200,226.7944926,227.9746826,228.8130586,616.7242491,200.4658952,95.1849523
1494660600,226.8364411,238.2191702,228.6528821,148.3460516,21.41212516,62.72342313
1497162600,226.8536887,228.7148038,228.2450666,92.6187516,55.02485391,202.2086019
1490239800,226.8738392,228.5544406,230.2227879,132.1150464,58.63131107,205.773519
1489577400,226.9081576,228.9037552,227.4519048,115.2635204,91.809847,86.69360473
1511224200,226.9559719,227.3434472,229.2232155,0.007242618,0.021727854,1.223161322
1489728600,226.960319,231.2436321,229.8600905,51.1380962,13.3867883,122.4591411
1527638400,226.9688672,238.7161108,231.0267055,121.4421562,0.03580624,70.99160623
1495261800,226.9715152,228.8426055,229.2923797,107.2849822,165.6583341,53.01835901
1500183000,226.9773661,230.1294262,229.3958402,159.3856502,63.42779707,528.1628949
1488763800,226.9786707,232.3614293,228.5873213,113.2779574,43.1271673,311.8182189
1496028600,227.0087874,228.957137,229.2732331,181.7312375,15.86093856,311.3083789
1497238200,227.0185977,233.0102261,228.6387288,153.2505258,123.0061892,119.1624113
1510302600,227.0289826,233.7773496,231.3164598,0.008726968,0.026180905,1.165843843
1527602400,227.0309127,228.888876,229.5674497,305.0646765,0.695071897,81.10936076
1495603800,227.0426446,229.7650569,228.7832157,89.17174975,21.48845111,0.155087802
1484227800,227.0477453,229.788075,228.2001414,0,0,0
1502857800,227.0666564,229.4485329,230.0457811,91.88759956,96.30547576,50.07540312
1527642000,227.072874,237.6184527,230.5559974,1685.093467,0.029125076,107.8280451
1506133800,227.0776398,230.1453791,229.371967,0,0,0
1484454600,227.0777121,229.5138253,229.9979186,0,0,0
1489645800,227.0783362,229.8137309,227.9270821,96.65203815,6.586304455,88.06166203
1502425800,227.1009772,229.7753411,230.288224,184.9578198,152.3974336,373.1062119
1496032200,227.1064403,229.7584051,229.6288828,230.9158478,27.79523039,210.0019868
1494077400,227.1162848,229.3195079,229.0334471,147.3747663,118.2827436,228.7057402
1501907400,227.1232285,229.7041726,230.3906564,128.6272945,1.409195606,138.0566606
1509233400,227.1327927,237.5686176,230.9921471,0.017432713,0.052298138,2.667671013
1508733000,227.1376488,229.2157218,229.284841,0.003878395,0.011635185,0.555534846
1488940200,227.1583531,228.8487236,228.1128669,93.97440764,8.535758158,213.2213688
1494682200,227.1615953,228.8162418,233.2697262,118.2004395,143.8132421,48.14444871
1494217800,227.1836348,230.544788,230.6486263,175.7875047,82.3226473,188.6624654
1496298600,227.1915922,229.5988796,229.6984455,161.5097466,84.48377551,179.8002855
1510468200,227.1927575,229.0609903,229.8917137,0.004802044,0.014406131,0.549134146
1496727000,227.1956827,228.9386365,230.0674408,101.7608837,67.0357741,55.01207092
1500604200,227.2006191,229.8016144,228.7335522,90.15148513,0.105393875,198.6330038
1490067000,227.2051678,229.586681,229.6491367,173.9040537,88.73061995,565.6961588
1499315400,227.2057898,230.6007674,228.4406046,126.7163581,0.006030418,238.901304
1503808200,227.2058445,228.827816,229.2767453,142.8834292,43.77467246,198.8914644
1505791800,227.207504,229.8254751,229.6922546,0.001446771,0.004340312,0.304757945
1509154200,227.2102577,227.5768425,230.5485219,0.006406622,0.019219867,1.153662033
1498613400,227.2150237,228.9824901,230.3193433,179.3788554,49.30621031,44.63748149
1494304200,227.2165955,228.9220196,230.0942679,162.2148588,48.41979355,240.0309496
1483507800,227.2183142,230.535776,228.3899483,0,0,0
1506742200,227.2202982,231.4442377,232.0060862,26.02597193,421.8934379,57.8285074
1501806600,227.2445674,239.1209583,231.5975008,179.4949517,24.00200289,55.11349845
1509888600,227.246437,232.4421744,228.5638562,0.006135703,0.01840711,1.384183642
1488936600,227.2527098,236.0161175,230.0941652,67.97377007,22.24245055,214.7592863
1501817400,227.2622606,228.7004912,230.1641727,103.2126151,236.2679017,156.201805
1498365000,227.2705158,230.2642572,228.8767722,471.9807977,54.70264732,159.742423
1501648200,227.2849983,232.5426078,229.6653122,156.0199832,85.67222651,344.1888812
1486877400,227.2850167,228.2147325,229.8243519,124.9575706,128.1576111,331.3040064
1489807800,227.2867558,228.8028182,229.0419289,79.30496478,6.856497156,160.7384635
1490329800,227.2950839,230.2010037,228.7739437,666.5307799,65.91747219,193.821354
1500089400,227.3051344,230.7478363,230.4141496,118.0873156,84.53424318,145.2954451
1493263800,227.3148985,229.3437253,230.0649566,101.968103,50.85009351,196.2184979
1484458200,227.3178324,229.8212278,230.6697936,0,0,0
1501734600,227.3329739,229.3082483,228.6829987,93.75499806,393.2594478,514.9429774
1503883800,227.3457946,228.3993059,229.2380511,0.003057546,0.009172636,0.218124301
1499614200,227.3558303,235.0434312,231.5195444,229.2198148,250.7795309,122.4769372
1511483400,227.3659608,232.5596893,230.0151952,0.010081065,0.030243194,1.764058177
1502422200,227.4004897,229.3121724,229.5068124,70.75046882,71.38877104,169.4491528
1527390000,227.4013804,233.6228518,229.0355208,156.5205269,0.105220962,49.12848157
1504017000,227.4022589,236.7383072,230.7428024,0.009303168,0.027909505,1.409476802
1503894600,227.406542,230.8180517,230.3655352,0,0,0
1497587400,227.4065735,230.3100357,228.869658,179.2168381,32.86517927,249.0740886
1500262200,227.4112713,230.0339857,230.638351,162.226085,83.59792947,853.7622916
1510792200,227.4117452,233.5907397,229.5318891,0.009439357,0.028318072,1.236053569
1495513800,227.4514987,230.2656445,229.5516664,103.9558051,42.17280109,0
1509330600,227.4548894,228.784378,230.0006809,0.008022673,0.024068019,1.021341667
1504056600,227.4561474,229.4329384,230.5263164,0.005838508,0.017515524,0.804685599
1499135400,227.4678311,228.2418642,230.9860491,51.07297731,50.03577167,160.3126568
1494307800,227.4679167,231.8372973,230.6271221,237.7768713,81.59131086,197.8157639
1496809800,227.4763247,228.8081128,230.0365675,141.9079489,94.40900888,119.1690396
1490157000,227.4848287,229.5165895,228.4171963,95.62328012,116.0767976,169.7048492
1505709000,227.5034678,230.4771908,229.7186181,0,0,0
1486182600,227.5144484,230.1212131,229.9316356,80.4591971,41.99901909,205.2130672
1490247000,227.5226815,230.2368612,228.9886432,311.5918605,2.704139341,329.2024011
1497411000,227.5232006,229.2584338,230.7949906,176.0843594,142.7660094,184.3794852
1505698200,227.5256627,229.0564781,230.5717158,0.001933832,0.005801497,0.21654295
1501219800,227.5347885,229.2980762,230.5199543,90.07186278,10.20182029,298.0969214
1488861000,227.5401729,229.6078384,229.6070268,84.90889672,97.04389023,369.8668031
1496637000,227.5512501,229.4389492,230.0398137,126.44302,188.5725744,279.3757981
1501561800,227.5706753,229.9219378,230.3459546,99.28036732,13.02933874,281.7385785
1501597800,227.5769628,230.2582754,230.0689748,1.341815669,1.167601471,1.692708766
1503203400,227.5794597,230.6337008,228.430868,179.9632987,10.96454892,506.3754711
1501471800,227.588276,231.3303775,231.7118087,115.3199113,40.29984737,718.7131056
1499481000,227.6115852,229.3480506,229.206511,118.7107345,30.54499545,187.124288
1502328600,227.6193139,229.1279586,229.1336055,185.6710775,90.70541149,71.44358361
1482813000,227.6220322,230.4884816,229.0440612,0,0,0
1494135000,227.6226817,229.9005256,230.237463,319.8481486,211.5673914,202.5010979
1502170200,227.6430921,229.0750869,229.1149106,140.8715545,194.215345,209.3558001
1506054600,227.6433675,230.8373901,229.2402134,0,0,0
1504060200,227.6451077,229.2824691,228.5295074,0,0,0
1492662600,227.6469281,230.6588514,229.3444635,200.2573003,55.26342899,275.8952057
1486614600,227.6608691,230.0157627,229.689631,115.4607126,69.99412737,267.2493371
1495859400,227.6729845,229.4967564,229.23268,118.4643124,52.36239134,199.243695
1488342600,227.6792791,231.3871125,228.9092345,37.60140534,29.49132663,69.26022639
1508646600,227.6845339,229.7697764,229.2850924,0,0,0
1482467400,227.6912168,230.0835935,229.4964126,0,0,0
1494649800,227.6924591,229.222477,230.5888067,118.7747084,277.7590169,49.89390847
1482726600,227.7111285,230.1324201,228.9503816,0,0,0
1500787800,227.7115741,229.3439284,229.2241428,146.5457312,0,227.6459886
1527224400,227.7183032,230.3462942,230.3412439,162.6677069,297.2194552,79.26332391
1496287800,227.7185647,229.381891,229.7641539,114.2406016,201.2420325,99.43592987
1496550600,227.7222457,229.5049566,230.0147637,156.5458581,116.1985786,138.1182787
1494815400,227.7316217,229.9407729,230.821726,67.50180011,89.8472259,0.373228671
1498109400,227.7396073,229.1029288,229.5439462,133.849639,279.4234538,175.2701827
1489555800,227.7444738,229.2452339,229.2286071,72.64175386,20.48969772,85.43857306
1494477000,227.7469456,229.7394999,230.6666874,167.170747,115.4115799,161.8573693
1527436800,227.7489527,229.9706089,231.6189449,1.442988051,62.6890636,32.01443547
1489030200,227.7581546,228.9339365,230.3313656,142.101823,10.88595912,258.1342166
1505831400,227.7601311,230.1441251,228.6258876,0,0,0
1508556600,227.7652591,230.2452379,228.6446808,0,0,0
1506043800,227.7678002,230.0931943,230.6500905,0,0,0
1505712600,227.7701693,229.7711714,228.7050721,0,0,0
1502685000,227.7815355,230.2675844,230.7786719,111.8426414,81.91548158,95.95561213
1496197800,227.783876,229.5685233,229.7011713,54.6333496,102.1178104,48.08589848
1506749400,227.78509,230.1207299,231.1673532,55.3923631,141.7469914,50.06668382
1481859000,227.7916197,229.5379652,228.8139856,5.702865397,0,0
1495445400,227.8036963,228.3539651,229.9681077,94.73074356,10.80011826,64.9415237
1497407400,227.8082406,230.2392265,229.89557,147.278664,75.01263173,47.80654378
1489113000,227.8163673,231.8418329,231.3416942,145.0160593,22.89800403,216.0960043
1498480200,227.8256748,230.2700603,229.5069694,62.23040143,106.0344409,153.8769876
1500726600,227.8308428,229.8635571,228.6984961,91.43620293,49.66407366,262.4555276
1496122200,227.8328671,231.0925484,230.3773387,195.6283541,23.64411508,211.5483739
1489465800,227.835135,230.7579255,229.0607775,79.43409333,70.65937049,131.7946421
1505957400,227.8374291,229.9446641,230.2653404,0,0,0
1498473000,227.8414947,229.9831234,229.1790192,122.2658883,0.089635332,44.40160643
1501824600,227.8654875,229.4439269,228.6882158,185.1365321,85.27710468,309.5607586
1499311800,227.8725811,228.7995193,230.7476283,117.6138047,3.322632385,238.518779
1504233000,227.8748506,230.6064845,230.4560752,0,0,0
1489725000,227.8754995,230.0158184,228.8279083,65.43151669,20.31176365,242.4186397
1510201800,227.8799063,229.8106436,229.7070824,0,0,0
1496115000,227.8801631,230.3603694,230.3760047,100.2598766,88.70411411,164.6932512
1493173800,227.8875629,229.5232802,230.2620975,75.15446918,95.17744859,287.9224814
1493904600,227.8876316,230.9054287,229.6438428,414.999574,68.27281246,96.40444051
1503282600,227.9002419,229.1443181,229.348597,100.2178912,25.66209958,1068.953996
1498793400,227.9011053,229.1501209,229.8134982,114.7418823,84.13329085,211.5182557
1494390600,227.9095273,232.9170579,229.1010655,172.1561997,88.61316138,388.2177631
1505795400,227.9144686,231.1787822,231.005092,0,0,0
1497331800,227.9144729,230.3580883,229.710026,70.71565596,19.75603968,271.3499234
1486438200,227.9269512,229.9083891,230.2393022,137.957375,48.37600209,274.3366052
1488519000,227.9272466,230.3913404,230.4415908,46.72473317,15.51083939,51.306998
1502681400,227.9461247,229.6509979,229.7331611,80.47435805,119.6201712,51.54819576
1493094600,227.9495714,229.4319021,229.5173001,152.9154007,62.9210762,217.1394661
1499484600,227.9510419,230.6276495,229.7395745,147.7814275,28.38242996,228.7467898
1490765400,227.961164,230.0601582,229.8196326,162.1356565,503.9456981,341.4996251
1506141000,227.9691432,229.1859808,231.667466,0,0,0
1506745800,227.9760395,230.946526,229.9962905,21.97428165,98.87157051,36.44973184
1508131800,227.9774417,229.1207273,229.4596602,0,0,0
1494167400,227.9852839,230.2436636,232.8859276,222.9382818,301.7944775,46.71475294
1509960600,227.9868965,228.7281319,228.8916363,0.005606387,0.016819161,1.245333532
1490779800,227.9897491,232.5462043,228.3761048,95.92103537,92.80439837,291.6458574
1508481000,228.000452,228.9828811,229.43953,0,0,0
1483068600,228.0006041,230.3057744,229.52865,0,0,0
1488335400,228.00516,230.4777896,230.1281033,13.92387508,21.31256776,34.0719007
1485232200,228.0104678,229.4206919,229.0166511,0,0,0
1486531800,228.0245707,230.3712718,229.2560696,259.7083554,44.48962497,584.2894168
1503365400,228.0271249,229.3821049,229.4277787,146.4487886,25.01426064,106.966853
1511137800,228.0274851,228.5815539,227.3023205,0.00610439,0.01831317,1.288058484
1500179400,228.0307362,230.1419158,229.6417779,185.6796166,63.48538161,225.4521887
1486701000,228.0317669,229.7209096,229.3660247,101.9365678,121.6693063,344.8630494
1507465800,228.0413036,231.2845259,229.0221136,0,0,0
1488774600,228.0433006,231.3695062,229.4575046,214.0230522,21.68653729,233.8411094
1500118200,228.0489128,239.2968955,229.1235921,118.5304048,20.99562712,111.1115655
1483072200,228.0500223,230.9344779,229.2977765,0,0,0
1494646200,228.0505956,230.2205482,230.2670493,89.52005329,83.68771252,16.78280407
1504146600,228.065299,230.3053587,229.8436838,0,0,0
1495690200,228.0671795,232.4158682,230.7159667,44.41219009,0.009373071,0.453903872
1502335800,228.0737513,231.0065374,230.4645973,89.82119397,169.0122399,151.0491093
1482723000,228.0753507,230.2121053,229.3994314,0,0,0
1490679000,228.0774458,229.9088676,230.2849927,116.4012927,87.19185464,176.5048661
1489123800,228.0789573,229.6373233,228.9712526,100.96645,71.43660133,143.5715458
1496655000,228.0794834,228.7710243,230.9872365,182.5699347,7.273151526,116.6005973
1496723400,228.0810638,229.5437624,230.2679053,95.83522765,67.09040611,55.34562817
1507462200,228.0913278,230.4041526,228.8265015,0,0,0
1483162200,228.1028131,231.733775,230.8898328,0,0,0
1483158600,228.1075077,230.1177549,229.8833625,0,0,0
1527339600,228.1095275,230.5247153,229.9477625,145.4816522,0.020248659,0.902213345
1496896200,228.1178025,230.4282507,229.9562348,84.08048356,27.81431958,151.3385545
1496050200,228.1201885,229.5669266,230.3182965,122.0821968,27.54702775,129.3959746
1500355800,228.1329878,233.3145226,228.5581049,89.02109895,96.06127965,155.4126232
1489296600,228.1358709,232.3593097,231.1258258,61.46364927,152.0768882,211.9713375
1493368200,228.1359241,231.1891763,230.3029392,91.42218003,32.13644675,149.0464537
1505640600,228.1359442,230.1818444,230.4265956,0,0,0
1493285400,228.1442304,229.9560576,231.2652845,173.3703863,68.63630009,99.96164102
1485923400,228.154984,230.3379121,229.9480438,145.4317172,128.6248708,287.2062363
1492749000,228.156272,231.1743439,230.0904903,140.9043861,26.81217764,548.698545
1490758200,228.1571649,229.5558852,230.5664783,151.1661181,153.6855078,189.6462736
1508502600,228.1603366,230.4081934,229.3549391,0,0,0
1502515800,228.1682266,229.3728969,230.1944645,237.8625537,105.9903118,220.899768
1499833800,228.1856221,231.196798,230.5113985,106.8096916,164.7318584,295.1221343
1493184600,228.1858976,230.3106586,229.9945494,101.2864843,73.46947121,170.8288132
1488853800,228.1873892,230.6110093,229.5499262,204.0021884,22.68001666,305.5900329
1503120600,228.1880935,230.1344083,230.4643941,192.8253097,105.4849441,85.28498361
1494556200,228.1882886,231.4112807,230.2093569,130.0842928,109.5085447,185.4212854
1501903800,228.18989,230.2774499,229.8427743,63.4003566,21.59430295,369.4774781
1498786200,228.1908192,235.1454366,231.2665634,335.3430915,74.47448974,48.03488798
1502163000,228.1917168,228.3928025,229.7904744,102.8683525,49.80941758,1055.635482
1498541400,228.1931771,229.8268072,229.2393761,154.7641561,150.3401559,209.1029439
1505723400,228.1987506,230.1621351,229.9279427,0,0,0
1482809400,228.1990086,229.2470552,230.1217415,0,0,0
1490675400,228.2033864,229.8376872,230.1217478,81.71154154,79.13529855,175.5020006
1502944200,228.2067888,230.3131632,230.0122294,90.03072553,69.49631822,50.00241847
1489901400,228.2090287,231.629848,230.3023049,150.3833397,6.314777003,173.0977635
1507354200,228.2109134,230.280981,230.3182595,0,0,0
1499999400,228.2129647,230.0318837,229.7823086,63.00469593,139.507849,103.3979641
1503549000,228.2245017,231.1695658,229.1957427,206.990948,37.01016688,1259.70045
1511065800,228.2270168,232.2213699,229.059547,0.002693952,0.008081857,0.525010007
1493962200,228.230566,230.9908794,233.0926331,124.4046765,62.36590206,275.7453366
1489548600,228.232406,230.1734845,230.8263655,185.9703449,43.32119889,151.1127317
1492835400,228.2378826,231.5853289,231.4217773,191.1411592,73.97297694,245.5941525
1513315800,228.241637,232.0188446,229.6476916,0.004174671,0.012524011,0.753031769
1494567000,228.2521082,228.7865704,229.846017,68.86810239,40.80272631,47.34571459
1501083000,228.2617596,235.2961136,232.5276657,211.7849209,161.9406229,211.8172705
1490671800,228.2641345,230.4686932,230.6425584,119.7490683,79.83028884,178.026883
1493443800,228.2690429,229.7150054,230.341127,156.8942722,28.95295718,79.24024239
1488857400,228.2694484,229.5346977,230.0918016,164.8917412,48.98525765,269.0139008
1508041800,228.2759278,230.1687652,230.0123488,0,0,0
1500957000,228.2795604,229.9047776,230.4749083,121.9227659,11.86626834,238.0498202
1527825600,228.2839105,229.6565559,231.3100514,168.1617884,0.03693286,7.393245951
1488767400,228.284874,229.6160743,230.1986918,49.31861753,0.165355802,189.301106
1496554200,228.2861208,229.98158,230.7487297,175.315113,374.4961152,174.3343089
1481772600,228.2904879,231.5078766,230.0920658,29.73961258,13.9581462,0
1510677000,228.2939239,232.9484254,230.4693969,0.006507919,0.019523756,1.082058029
1488951000,228.3031436,229.1023197,229.7248541,132.1540347,127.3551887,185.1066248
1501551000,228.3043979,230.3499978,230.4302977,94.30768459,64.06807349,52.23607866
1493440200,228.3131588,230.6824027,230.4837754,96.4444566,26.63180334,79.87895687
1486618200,228.3223426,230.8073072,230.6713887,83.83121779,109.042464,292.4435332
1483504200,228.3246099,230.9941955,230.1899685,0,0,0
1497576600,228.3295253,230.21123,230.4670603,525.0420524,23.8510151,40.35828421
1482463800,228.3308424,229.6218308,230.1103139,0,0,0
1483331400,228.3338307,230.1925214,228.0452472,0,0,0
1508495400,228.33712,229.448347,231.0433531,0.009693353,0.029080061,1.163482431
1502512200,228.3491406,230.4357056,230.8612991,165.9707515,445.1307839,312.9072326
1513391400,228.3545773,229.7200944,230.2299376,0.003345185,0.010035555,0.506012293
1490243400,228.358602,232.0948539,230.9225965,304.2602901,46.06499771,220.0491094
1485919800,228.3646918,229.6720398,231.0242684,426.0854886,124.8911861,347.8561779
1501821000,228.3656335,229.840569,229.4425816,100.4568941,55.79751531,377.3414612
1499743800,228.3695686,229.3769283,229.5191628,68.06868425,98.28950858,137.1038743
1500859800,228.3752102,229.3612586,229.9375807,156.6288952,61.40639289,128.2414366
1496629800,228.3784962,230.4301579,230.9015628,120.5464759,122.3290919,129.8622412
1503030600,228.3799962,229.2566063,230.7422571,67.90654755,35.58472676,53.31566296
